Alderman,Committee,Start,End
"u'Lane, Lona'",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,5/4/15
"u'Lane, Lona'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Lane, Lona'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Lane, Lona'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Lane, Lona'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/18/11,5/4/15
"u'Lane, Lona'",u'Joint Committee: Housing and Real Estate; Human Relations',5/21/07,5/4/15
"u'Lane, Lona'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Lane, Lona'",u'Joint Committee: Human Relations; Public Safety',5/21/07,5/4/15
"u'Lane, Lona'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Lane, Lona'",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u'Laurino, Margaret'",u'Joint Committee: Aviation; Finance',5/21/07,5/4/15
"u'Laurino, Margaret'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/21/07,5/4/15
"u'Laurino, Margaret'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/21/07,5/4/15
"u'Laurino, Margaret'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/21/07,5/4/15
"u'Laurino, Margaret'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/21/07,5/4/15
"u'Laurino, Margaret'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/18/11,5/4/15
"u'Laurino, Margaret'",u'Joint Committee: Education and Child Development; Finance',5/21/07,5/4/15
"u'Laurino, Margaret'",u'Joint Committee: Finance; Health and Environmental Protection',5/21/07,5/4/15
"u'Laurino, Margaret'",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,5/4/15
"u'Laurino, Margaret'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Laurino, Margaret'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Laurino, Margaret'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Laurino, Margaret'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Laurino, Margaret'",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u'Maldonado, Roberto'",u'Joint Committee: Aviation; Finance',7/29/09,5/4/15
"u'Maldonado, Roberto'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',7/29/09,5/4/15
"u'Maldonado, Roberto'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',7/29/09,5/4/15
"u'Maldonado, Roberto'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',7/29/09,5/4/15
"u'Maldonado, Roberto'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",7/29/09,5/4/15
"u'Maldonado, Roberto'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",7/29/09,5/4/15
"u'Maldonado, Roberto'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",7/29/09,5/4/15
"u'Maldonado, Roberto'","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",5/18/11,5/4/15
"u'Maldonado, Roberto'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",7/29/09,5/4/15
"u'Maldonado, Roberto'",u'Joint Committee: Education and Child Development; Finance',7/29/09,5/4/15
"u'Maldonado, Roberto'",u'Joint Committee: Finance; Health and Environmental Protection',7/29/09,5/4/15
"u'Maldonado, Roberto'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Maldonado, Roberto'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/18/11,5/4/15
"u'Maldonado, Roberto'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/21/07,5/4/15
"u'Maldonado, Roberto'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',7/29/09,5/4/15
"u'Maldonado, Roberto'",u'Joint Committee: Housing and Real Estate; Human Relations',7/29/09,5/4/15
"u'Maldonado, Roberto'",u'Joint Committee: Human Relations; Public Safety',7/29/09,5/4/15
"u'Maldonado, Roberto'",u'Joint Committee: License and Consumer Protection; Human Relations',5/16/11,5/4/15
"u'Maldonado, Roberto'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',5/18/11,5/4/15
"u'Mell, Deborah'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",7/24/13,5/4/15
"u'Mell, Deborah'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",7/24/13,5/4/15
"u'Mell, Deborah'",u'Joint Committee: Education and Child Development; Finance',7/24/13,5/4/15
"u'Mell, Deborah'",u'Joint Committee: Finance; Housing and Real Estate',7/24/13,5/4/15
"u'Mell, Deborah'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",7/24/13,5/4/15
"u'Mell, Deborah'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Mell, Deborah'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",7/24/13,5/4/15
"u'Mell, Deborah'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',7/24/13,5/4/15
"u'Mell, Deborah'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',7/24/13,5/4/15
"u'Mell, Deborah'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',7/24/13,5/4/15
"u'Mell, Deborah'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",7/24/13,5/4/15
"u'Mell, Deborah'",u'Joint Committee: Housing and Real Estate; Human Relations',7/24/13,5/4/15
"u'Mell, Deborah'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",7/24/13,5/4/15
"u'Mell, Deborah'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',7/24/13,5/4/15
"u'Mitts, Emma'",u'Joint Committee: Aviation; Finance',5/21/07,5/4/15
"u'Mitts, Emma'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/21/07,5/4/15
"u'Mitts, Emma'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/21/07,5/4/15
"u'Mitts, Emma'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/21/07,5/4/15
"u'Mitts, Emma'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/21/07,5/4/15
"u'Mitts, Emma'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",5/21/07,5/4/15
"u'Mitts, Emma'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Mitts, Emma'","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",5/21/07,5/4/15
"u'Mitts, Emma'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Mitts, Emma'",u'Joint Committee: Education and Child Development; Finance',5/21/07,5/4/15
"u'Mitts, Emma'",u'Joint Committee: Finance; Health and Environmental Protection',5/21/07,5/4/15
"u'Mitts, Emma'",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,5/4/15
"u'Mitts, Emma'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Mitts, Emma'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Mitts, Emma'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Mitts, Emma'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/21/07,5/4/15
"u'Mitts, Emma'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',5/21/07,5/4/15
"u'Mitts, Emma'",u'Joint Committee: License and Consumer Protection; Human Relations',5/16/11,5/4/15
"u'Mitts, Emma'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',5/21/07,5/4/15
"u'Mitts, Emma'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Mitts, Emma'",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u'Moore, Joseph'",u'Joint Committee: Aviation; Finance',5/21/07,5/4/15
"u'Moore, Joseph'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/21/07,5/4/15
"u'Moore, Joseph'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/21/07,5/4/15
"u'Moore, Joseph'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/21/07,5/4/15
"u'Moore, Joseph'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/21/07,5/4/15
"u'Moore, Joseph'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",5/21/07,5/4/15
"u'Moore, Joseph'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Moore, Joseph'",u'Joint Committee: Education and Child Development; Finance',5/21/07,5/4/15
"u'Moore, Joseph'",u'Joint Committee: Finance; Health and Environmental Protection',5/21/07,5/4/15
"u'Moore, Joseph'",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,5/4/15
"u'Moore, Joseph'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Moore, Joseph'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Moore, Joseph'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Moore, Joseph'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/21/07,5/4/15
"u'Moore, Joseph'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',5/21/07,5/4/15
"u'Moore, Joseph'",u'Joint Committee: Housing and Real Estate; Human Relations',5/21/07,5/4/15
"u'Moore, Joseph'",u'Joint Committee: License and Consumer Protection; Human Relations',5/16/11,5/4/15
"u'Moreno, Proco Joe'",u'Joint Committee: Aviation; Finance',3/26/10,5/4/15
"u'Moreno, Proco Joe'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',3/26/10,5/4/15
"u'Moreno, Proco Joe'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',3/26/10,5/4/15
"u'Moreno, Proco Joe'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",3/26/10,5/4/15
"u'Moreno, Proco Joe'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",3/26/10,5/4/15
"u'Moreno, Proco Joe'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",3/26/10,5/4/15
"u'Moreno, Proco Joe'","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",3/26/10,5/4/15
"u'Moreno, Proco Joe'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",3/26/10,5/4/15
"u'Moreno, Proco Joe'",u'Joint Committee: Education and Child Development; Finance',3/26/10,5/4/15
"u'Moreno, Proco Joe'",u'Joint Committee: Finance; Health and Environmental Protection',3/26/10,5/4/15
"u'Moreno, Proco Joe'",u'Joint Committee: Finance; Housing and Real Estate',3/26/10,5/4/15
"u'Moreno, Proco Joe'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",3/26/10,5/4/15
"u'Moreno, Proco Joe'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Moreno, Proco Joe'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",3/26/10,5/4/15
"u'Moreno, Proco Joe'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',3/26/10,5/4/15
"u'Moreno, Proco Joe'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',3/26/10,5/4/15
"u'Moreno, Proco Joe'",u'Joint Committee: License and Consumer Protection; Human Relations',5/16/11,5/4/15
"u'Moreno, Proco Joe'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',3/26/10,5/4/15
"u'Moreno, Proco Joe'",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u'Munoz, Ricardo'",u'Joint Committee: Aviation; Finance',5/21/07,5/4/15
"u'Munoz, Ricardo'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/21/07,5/4/15
"u'Munoz, Ricardo'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/21/07,5/4/15
"u'Munoz, Ricardo'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/21/07,5/4/15
"u'Munoz, Ricardo'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/21/07,5/4/15
"u'Munoz, Ricardo'",u'Joint Committee: Education and Child Development; Finance',5/21/07,5/4/15
"u'Munoz, Ricardo'",u'Joint Committee: Finance; Health and Environmental Protection',5/21/07,5/4/15
"u'Munoz, Ricardo'",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,5/4/15
"u'Munoz, Ricardo'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Munoz, Ricardo'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Munoz, Ricardo'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Munoz, Ricardo'",u'Joint Committee: Housing and Real Estate; Human Relations',5/18/11,5/4/15
"u'Munoz, Ricardo'",u'Joint Committee: License and Consumer Protection; Human Relations',5/16/11,5/4/15
"u'Munoz, Ricardo'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',5/11/11,5/4/15
"u'Osterman, Harry'",u'Joint Committee: Aviation; Finance',5/16/11,5/4/15
"u'Osterman, Harry'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/16/11,5/4/15
"u'Osterman, Harry'",u'Joint Committee: Education and Child Development; Finance',5/16/11,5/4/15
"u'Osterman, Harry'",u'Joint Committee: Finance; Health and Environmental Protection',5/16/11,5/4/15
"u'Osterman, Harry'",u'Joint Committee: Finance; Housing and Real Estate',5/16/11,5/4/15
"u'Osterman, Harry'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/16/11,5/4/15
"u'Osterman, Harry'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Osterman, Harry'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/16/11,5/4/15
"u'Osterman, Harry'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/18/11,5/4/15
"u'Osterman, Harry'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",5/16/11,5/4/15
"u'Osterman, Harry'",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u'Pawar, Ameya'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/16/11,5/4/15
