Alderman,Committee,Start,End,
"u'Balcer, James'",u'Committee on Public Safety',2007-05-21,2015-05-18,
"u'Balcer, James'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Balcer, James'",u'Joint Committee: Finance; Human Relations',1997-12-10,2015-05-18,
"u'Balcer, James'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2015-05-18,
"u'Balcer, James'",u'Joint Committee: Finance; Public Safety',1997-12-10,2015-05-18,
"u'Beale, Anthony'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Beale, Anthony'",u'Joint Committee: Finance; Human Relations',1999-05-03,2015-05-18,
"u'Brookins, Jr., Howard'","u'Committee on Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-18,
"u'Brookins, Jr., Howard'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Brookins, Jr., Howard'",u'Joint Committee: Finance; Human Relations',2003-05-05,2015-05-18,
"u'Burke, Edward M.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Burke, Edward M.'",u'Joint Committee: Finance; Human Relations',1969-03-11,2015-05-18,
"u'Burnett, Jr., Walter'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Burnett, Jr., Walter'",u'Joint Committee: Finance; Human Relations',1995-04-04,2015-05-18,
"u'Burns, William D.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Burns, William D.'",u'Joint Committee: Finance; Human Relations',2011-05-16,2015-05-18,
"u'Cappleman, James'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Cardenas, George A.'",u'Committee on License and Consumer Protection',2007-05-21,2015-05-18,
"u'Cardenas, George A.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Cardenas, George A.'",u'Joint Committee: Finance; Human Relations',2003-05-03,2015-05-18,
"u'Chandler, Michael D.'",u'Committee on Budget and Government Operations',2011-05-16,2015-05-18,
"u'Chandler, Michael D.'","u'Committee on Committees, Rules and Ethics'",2011-05-16,2015-05-18,
"u'Chandler, Michael D.'","u'Committee on Economic, Capital and Technology Development'",2011-05-16,2015-05-18,
"u'Chandler, Michael D.'",u'Committee on Housing and Real Estate',2011-05-16,2015-05-18,
"u'Chandler, Michael D.'",u'Committee on Human Relations',2011-05-16,2015-05-18,
"u'Chandler, Michael D.'",u'Committee on License and Consumer Protection',2011-05-16,2015-05-18,
"u'Chandler, Michael D.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Chandler, Michael D.'",u'Joint Committee: Finance; Human Relations',2011-05-16,2015-05-18,
"u'Chandler, Michael D.'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2015-05-18,
"u'Cochran, Willie'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Cochran, Willie'",u'Joint Committee: Finance; Human Relations',2011-05-21,2015-05-18,
"u'Colon, Rey'","u'Committee on Committees, Rules and Ethics'",2007-05-21,2015-05-18,
"u'Colon, Rey'","u'Committee on Economic, Capital and Technology Development'",2007-05-21,2015-05-18,
"u'Colon, Rey'",u'Committee on Education and Child Development',2007-05-21,2015-05-18,
"u'Colon, Rey'",u'Committee on Finance',2007-05-21,2015-05-18,
"u'Colon, Rey'",u'Committee on Health and Environmental Protection',2007-05-21,2015-05-18,
"u'Colon, Rey'",u'Committee on Human Relations',2007-05-21,2015-05-18,
"u'Colon, Rey'",u'Committee on Pedestrian and Traffic Safety',2007-05-21,2015-05-18,
"u'Colon, Rey'",u'Committee on Workforce Development and Audit',2007-05-21,2015-05-18,
"u'Colon, Rey'","u'Committee on Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-18,
"u'Colon, Rey'",u'Joint Committee: Finance; Human Relations',2003-05-05,2015-05-18,
"u'Colon, Rey'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2015-05-18,
"u'Colon, Rey'",u'Joint Committee: Finance; Public Safety',2003-05-05,2015-05-18,
"u'Cullerton, Timothy M.'",u'Committee on Aviation',2011-01-13,2015-05-18,
"u'Cullerton, Timothy M.'",u'Committee on Budget and Government Operations',2011-01-13,2015-05-18,
"u'Cullerton, Timothy M.'","u'Committee on Committees, Rules and Ethics'",2011-01-13,2015-05-18,
"u'Cullerton, Timothy M.'","u'Committee on Economic, Capital and Technology Development'",2011-01-13,2015-05-18,
"u'Cullerton, Timothy M.'",u'Committee on Housing and Real Estate',2011-01-13,2015-05-18,
"u'Cullerton, Timothy M.'",u'Committee on Transportation and Public Way',2011-01-13,2015-05-18,
"u'Cullerton, Timothy M.'","u'Committee on Zoning, Landmarks and Building Standards'",2011-01-13,2015-05-18,
"u'Cullerton, Timothy M.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Dowell, Pat'",u'Committee on Health and Environmental Protection',2007-05-21,2015-05-18,
"u'Dowell, Pat'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Dowell, Pat'",u'Joint Committee: Finance; Human Relations',2007-05-21,2015-05-18,
"u'Ervin, Jason C.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Ervin, Jason C.'",u'Joint Committee: Finance; Human Relations',2011-01-13,2015-05-18,
"u'Fioretti, Bob'",u'Committee on Aviation',2007-05-21,2015-05-18,
"u'Fioretti, Bob'",u'Committee on Health and Environmental Protection',2007-05-21,2015-05-18,
"u'Fioretti, Bob'",u'Committee on License and Consumer Protection',2007-05-21,2015-05-18,
"u'Fioretti, Bob'","u'Committee on Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-18,
"u'Fioretti, Bob'",u'Committee on Transportation and Public Way',2007-05-21,2015-05-18,
"u'Fioretti, Bob'","u'Committee on Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-18,
"u'Fioretti, Bob'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Fioretti, Bob'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2015-05-18,
"u'Foulkes, Toni'","u'Committee on Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-18,
"u'Foulkes, Toni'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Foulkes, Toni'",u'Joint Committee: Finance; Human Relations',2007-05-21,2015-05-18,
"u'Graham, Deborah L.'",u'Committee on Budget and Government Operations',2010-03-26,2015-05-18,
"u'Graham, Deborah L.'","u'Committee on Committees, Rules and Ethics'",2010-03-26,2015-05-18,
"u'Graham, Deborah L.'",u'Committee on Finance',2010-03-26,2015-05-18,
"u'Graham, Deborah L.'",u'Committee on License and Consumer Protection',2010-03-26,2015-05-18,
"u'Graham, Deborah L.'",u'Committee on Pedestrian and Traffic Safety',2010-03-26,2015-05-18,
"u'Graham, Deborah L.'","u'Committee on Special Events, Cultural Affairs and Recreation'",2010-03-26,2015-05-18,
"u'Graham, Deborah L.'",u'Committee on Transportation and Public Way',2010-03-26,2015-05-18,
"u'Graham, Deborah L.'","u'Committee on Zoning, Landmarks and Building Standards'",2010-03-26,2015-05-18,
"u'Graham, Deborah L.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Graham, Deborah L.'",u'Joint Committee: Finance; Human Relations',2010-03-26,2015-05-18,
"u'Graham, Deborah L.'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2015-05-18,
"u'Graham, Deborah L.'",u'Joint Committee: Finance; Public Safety',2010-03-26,2015-05-18,
"u'Hairston, Leslie A.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Hairston, Leslie A.'",u'Joint Committee: Finance; Human Relations',1999-05-03,2015-05-18,
"u'Harris, Michelle A.'",u'Committee on Workforce Development and Audit',2014-07-24,2015-05-18,
"u'Harris, Michelle A.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Harris, Michelle A.'",u'Joint Committee: Finance; Human Relations',2006-12-13,2015-05-18,
"u'Holmes, Natashia'","u'Committee on Committees, Rules and Ethics'",2013-02-13,2015-05-18,
"u'Holmes, Natashia'","u'Committee on Economic, Capital and Technology Development'",2013-02-13,2015-05-18,
"u'Holmes, Natashia'",u'Committee on Health and Environmental Protection',2013-02-13,2015-05-18,
"u'Holmes, Natashia'",u'Committee on Housing and Real Estate',2013-02-13,2015-05-18,
"u'Holmes, Natashia'",u'Committee on Human Relations',2013-02-13,2015-05-18,
"u'Holmes, Natashia'",u'Committee on Public Safety',2013-02-13,2015-05-18,
"u'Holmes, Natashia'",u'Committee on Transportation and Public Way',2013-02-13,2015-05-18,
"u'Holmes, Natashia'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Holmes, Natashia'",u'Joint Committee: Finance; Human Relations',2013-02-12,2015-05-18,
"u'Holmes, Natashia'",u'Joint Committee: Finance; Public Safety',2013-02-12,2015-05-18,
"u'Lane, Lona'",u'Committee on Budget and Government Operations',2007-05-21,2015-05-18,
"u'Lane, Lona'","u'Committee on Committees, Rules and Ethics'",2007-05-21,2015-05-18,
"u'Lane, Lona'","u'Committee on Economic, Capital and Technology Development'",2007-05-21,2015-05-18,
"u'Lane, Lona'",u'Committee on Finance',2007-05-21,2015-05-18,
"u'Lane, Lona'",u'Committee on Housing and Real Estate',2007-05-21,2015-05-18,
"u'Lane, Lona'",u'Committee on Public Safety',2007-05-21,2015-05-18,
"u'Lane, Lona'","u'Committee on Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-18,
"u'Lane, Lona'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Lane, Lona'",u'Joint Committee: Finance; Human Relations',2006-12-13,2015-05-18,
"u'Lane, Lona'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2015-05-18,
"u'Lane, Lona'",u'Joint Committee: Finance; Public Safety',2006-12-13,2015-05-18,
"u'Laurino, Margaret'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Laurino, Margaret'",u'Joint Committee: Finance; Human Relations',1994-08-03,2015-05-18,
"u'Maldonado, Roberto'",u'Committee on Budget and Government Operations',2009-07-29,2015-05-18,
"u'Maldonado, Roberto'","u'Committee on Economic, Capital and Technology Development'",2009-07-29,2015-05-18,
"u'Maldonado, Roberto'",u'Committee on Health and Environmental Protection',2011-05-18,2015-05-18,
"u'Maldonado, Roberto'",u'Committee on Human Relations',2014-07-24,2015-05-18,
"u'Maldonado, Roberto'",u'Committee on Transportation and Public Way',2009-07-29,2015-05-18,
"u'Maldonado, Roberto'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Maldonado, Roberto'",u'Joint Committee: Finance; Human Relations',2009-07-29,2015-05-18,
"u'Mell, Deborah'",u'Committee on Education and Child Development',2013-07-24,2015-05-18,
"u'Mell, Deborah'","u'Committee on Special Events, Cultural Affairs and Recreation'",2013-07-24,2015-05-18,
"u'Mell, Deborah'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Mell, Deborah'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2015-05-18,
"u'Mitts, Emma'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Mitts, Emma'",u'Joint Committee: Finance; Human Relations',2000-01-12,2015-05-18,
"u'Moore, Joseph'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Moore, Joseph'",u'Joint Committee: Finance; Human Relations',1991-05-06,2015-05-18,
"u'Moreno, Proco Joe'",u'Committee on Education and Child Development',2010-03-26,2015-05-18,
"u'Moreno, Proco Joe'",u'Committee on License and Consumer Protection',2010-03-26,2015-05-18,
"u'Moreno, Proco Joe'",u'Committee on Workforce Development and Audit',2013-07-24,2015-05-18,
"u'Moreno, Proco Joe'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Moreno, Proco Joe'",u'Joint Committee: Finance; Human Relations',2010-03-26,2015-05-18,
"u'Munoz, Ricardo'",u'Committee on Pedestrian and Traffic Safety',2007-05-21,2015-05-18,
"u'Munoz, Ricardo'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Munoz, Ricardo'",u'Joint Committee: Finance; Human Relations',1993-01-12,2015-05-18,
"u'Osterman, Harry'",u'Joint Committee: Finance; Human Relations',2011-05-16,2015-05-18,
"u'Pawar, Ameya'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Pope, John'",u'Committee on Budget and Government Operations',2007-05-21,2015-05-18,
"u'Pope, John'","u'Committee on Committees, Rules and Ethics'",2007-05-21,2015-05-18,
"u'Pope, John'",u'Committee on Finance',2007-05-21,2015-05-18,
"u'Pope, John'",u'Committee on Health and Environmental Protection',2007-05-21,2015-05-18,
"u'Pope, John'",u'Committee on Housing and Real Estate',2007-05-21,2015-05-18,
"u'Pope, John'",u'Committee on Human Relations',2007-05-21,2015-05-18,
"u'Pope, John'",u'Committee on Public Safety',2007-05-21,2015-05-18,
"u'Pope, John'",u'Committee on Transportation and Public Way',2007-05-21,2015-05-18,
"u'Pope, John'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",2015-03-11,2015-05-18,
"u'Pope, John'",u'Joint Committee: Finance; Human Relations',1999-05-03,2015-05-18,
